epoch,test_data,generated_summary
1,"Federal education minister Smriti Irani visited a FabIndia store in Goa, saw cameras .
Authorities discovered the cameras could capture photos from the store's changing room .
The four store workers arrested could spend 3 years each in prison if convicted .","""Smriti Irani spotted a security camera overlooking the changing room of a FabIndia store in Goa. Four employees have been arrested for voyeurism and breach of privacy. The store's manager is still at large."""
1,"The group included four children, Turkish official says .
Turkish military didn't say what group's intent was .
UK Foreign Office says it is trying to get information from Turkish officials .","Nine British citizens were arrested in Turkey on Wednesday, suspected of trying to cross illegally into Syria, the Turkish military said on its website. The group included four children -- the oldest being 10 or 11, with the youngest born in 2013, a Turkish official told CNN on condition of anonymity. The nine were arrested at the Turkey-Syria border, the Turkish military said. It didn't say why the group allegedly was trying to get into Syria, which has been torn by a roughly four-year war between Syrian government forces and Islamist extremist groups and other rebels. Among the war's combatants is ISIS, which has taken over parts of Syria and Iraq for what it claims is its Islamic caliphate, and which is known to have been recruiting"
1,"Submarine is in Zvyozdochka shipyard, in northwestern Russia .
No ""dangerous"" substances on the submarine, shipyard spokesman told ITAR-Tass .","""Submarine in dry dock catches fire at Russian shipyard.
    Personnel left the premises, no one injured.
    Fire poses no threat to people or shipyard."""
1,"Kayahan wrote some of Turkey's best-loved pop songs .
The singer was first diagnosed with cancer in 1990 .
He most recently performed in February in Istanbul .","""Rover scheduled to land at 5:31AM (GMT) on Monday morning.
Scientists say they are 'cautiously optimistic'
Times Square will show Nasa coverage, while Google will webcast it.
Mission will search for signs of life on the red planet's surface using a scoop to dig into the soil."""
1,"Prosecutors formally charged former top official Zhou Yongkang .
Zhou charged with accepting bribes, abuse of power and leaking state secrets .
Former domestic security official is the most senior Chinese official to face corruption charges .","Zhou Yongkang, 72, was formally charged with accepting bribes, abuse of power and leaking state secrets. He was a member of the Communist Party's Politburo Standing Committee and controlled police forces, spy agencies, court systems and prosecution offices across China. He was accused of taking advantage of his posts to seek benefits for others and illegally accepting huge amounts of money. His alleged actions caused heavy losses to public assets and greatly harmed national interests. He was notified of his legal rights and his lawyer's views were heard. His case will be tried in Tianjin. Zhou was expelled from the Communist Party and arrested last December. State media have painted an intricate web of officials, cronies and tycoons around him. He was found to have accumulated enormous wealth and allegedly traded power for sex. Analysts view his downfall as a watershed moment in Chinese politics, with President Xi Jinping spearheading a massive anti-corruption campaign. Zhou is the biggest tiger caught in Xi's dragnet to date."
1,"Some of Jesus' most important financial backers were women, historians say.
Joseph of Arimathea and Nicodemus, both men of stature and wealth, chipped in to help fund Jesus' ministry.","Text: (CNN)""Sell all that you own and distribute the money to the poor, and you will have treasure in heaven; then come, follow me,"" Jesus tells the rich man in one of his best-known parables. It was a mantra he invoked repeatedly: the poor were blessed, and it was easier for a camel to pass through the eye of a needle than it was for the well-to-do to enter paradise.  Meanwhile, Jesus told his Twelve Apostles to leave their day jobs and follow him on an itinerant mission with few prospects of success and no visible means of support. So how did this wandering band of  first-century evangelists support themselves? Clearly, money was a concern, and not just as an impediment to salvation. In the New Testament, money gets 37 mentions, while ""gold"" gets 38 citations, ""silver"" merits 20, and ""copper"" four. ""Coin"" comes up eight times, and ""purse"" and ""denarii"" -- the Roman currency -- get half a dozen mentions each for a total of 119 currency referrals. Perhaps the most relevant reference is also one of the most charged passages in the New Testament:. As the Gospel of John tells it, six days before Passover, Jesus was in Bethany at the house of his friend Lazarus, whom he had raised from the dead. A woman named Mary takes a jar of costly perfumed oil and anoints the feet of the reclining Jesus. She dries his feet with her hair, an irresistible image for artists and dramatists. Judas Iscariot objected to the act. ""Why was this perfume not sold for three hundred denarii and the money given to the poor?"" Judas asks. Though 300 denarii was the annual wage of a laborer, Jesus told Judas to leave her alone, and foreshadowing his fate, said the anointing would be useful for"
1,"Three people killed; five wounded in attack on attorney general's office in Balkh province .
Staff and civilians have been rescued as gunmen engaged Afghan security forces .","Three people were killed and five others were wounded Thursday afternoon when a group of armed assailants stormed into the attorney general's office in Balkh province, northern Afghanistan, according to a press release from the provincial governor's office. Although most staff members and civilians have been rescued, an exchange of fire between Afghan security forces and the assailants is ongoing. Two police officers and a security guard of the provincial attorney general's office were among the dead. Afghan security forces are cautiously making advances in the fight in order to avoid civilian casualties."
1,"Georgia Powers: Rand Paul, running for president, would like minorities to think he's an advocate. His record on rights shows otherwise .
On civil rights, women's choice, voting rights, immigrant DREAMers, education, he has shown he'd take country backwards, she says .","""Rand Paul, who today declared he's running for president of the United States, is attempting to launch his presidential campaign on a record that includes questioning landmark voting rights and civil rights legislation. His campaign team told reporters last week that his campaign announcement message would be about ""expanding the Republican Party"" -- a message of inclusion. But those of us listening today who he is hoping to include, heard nothing more than hype. Since coming to the U.S. Senate, Paul has tried to sell himself as a different type of Republican."""
1,"Network regains control of Facebook page and one of its 11 channels .
ISIS logos displayed but no claim of responsibility made by any group .
Network reaches 260 million homes worldwide .","""TV5Monde regained control of one of its 11 channels Thursday after a cyberattack a day earlier crippled its broadcasts and social media accounts."""
1,"Couple spends $1,200 to ship their cat, Felix, on a flight from the United Arab Emirates .
Felix went missing somewhere at John F. Kennedy International Airport, airline says .
Pets are ""treated no differently than a free piece of checked luggage,"" Jennifer Stewart says .","Abu Dhabi, United Arab Emirates (CNN)Lost luggage after a long flight is a common, frustrating occurrence of modern air travel. And sometimes, airlines lose things that are irreplaceable. American Jennifer Stewart says she was devastated to learn that Etihad Airways lost her most important baggage following a recent trip from Abu Dhabi to New York City: her 2-year-old pet cat, Felix. Stewart said that she and her husband, Joseph Naaman, booked Felix on their Etihad Airways flight from the United Arab Emirates to New York's John F. Kennedy International Airport on April 1. Shortly after the plane arrived in New York that evening, Felix went missing somewhere on the grounds of Kennedy Airport, according to Etihad Airways. Felix was able to get loose, Stewart said she believes, because the cat's plastic carrier was badly damaged at some point either during the flight or the transfer from the airplane to the pickup area. Stewart said a cargo manager called the couple to an office after they landed at Kennedy last week and notified them that their cat's carrier had been crushed. Photographs taken by Stewart showed a large hole in the top of the cat's carrier. At least one of the corners of the case appeared partially collapsed. Nearly one week later, Felix remains missing. ""For them to take a cat and ship him like he was cargo, not a live animal, makes me sick,"" Stewart said.  ""You trust that people care and are doing the job well, and then this happens."" A representative for Etihad Airways told CNN that that the loss of pets during air travel is ""extremely rare.""  The airline shipped more than 200 pets last year. Etihad Airways is investigating the incident and is working with ground handlers at the New York airport to help locate the missing cat. The Abu Dhabi-based carrier also said it hired ""third-party specialists"" to help in the hunt for Felix. ""We deeply regret this unfortunate incident and are keeping the owner apprised of the"
1,"The trials of Dzhokhar Tsarnaev and Aaron Hernandez are coming to a close .
Voting has put Rahm Emanuel and Ferguson, Missouri, back in the headlines .
Rand Paul has announced his bid for the presidency .","""Massachusetts is hosting two of the highest-profile court trials in recent memory -- those of former New England Patriot Aaron Hernandez and Boston bombing suspect Dzhokhar Tsarnaev. Both lengthy trials are coming to a close. In Louisville, Kentucky, Sen. Rand Paul made the not-so-surprising announcement that he will run for president, while in Chicago, voters will head to the polls in a very surprising runoff between Mayor Rahm Emanuel and challenger Jesus ""Chuy"" Garcia. And in Ferguson, Missouri, the shadow of Michael Brown and the protests over his shooting by Officer Darren Wilson will loom large over the city's elections. Here's a breakdown of what to expect today and how we got here: Tsarnaev, who's accused of detonating a bomb at the 2013 Boston Marathon along with his now-deceased brother, faces the stiffest of penalties -- life in prison or the death penalty -- if he's found guilty on any of 17 capital counts against him..."""
1,"Fire breaks out at the General Electric Appliance Park in Louisville, Kentucky .
City official: No is believed to be injured or trapped .","""Rover scheduled to land at 5:31AM (GMT) on Monday morning.
    Scientists say they are 'cautiously optimistic'
    Times Square will show Nasa coverage, while Google will webcast it.
    Mission will search for signs of life on the red planet's surface using a scoop to dig into the soil.""
    
    The text to summarize is: (CNN)A mammoth fire broke out Friday morning in a Kentucky industrial park, sending plumes of thick smoke over the area as authorities worked to contain the damage. The blaze began shortly before 7 a.m. at the General Electric Appliance Park in Louisville, according to Mike Weimer from the"
1,"Ted Cruz has built a brand as a stalwart conservative on fiscal issues .
But he's also eager to champion social issues at a time when many Republicans are eager to avoid them .
Cruz says the GOP needs to unite young libertarian-minded voters and evangelicals .","""Cruz connects with voters on a religious level last week, as the senator from Texas hit the trail in Iowa for the first time as a presidential candidate. He's counting on Iowa, known for its vocal and active evangelical base, to propel him forward in what's expected to be a tough competition among a crowded field of GOP candidates. Cruz, himself, displays a pastoral swagger when he is speaking on stage and working a room. The senator regularly avoids using a podium, instead favoring pacing the stage with a wireless microphone, a scene reminiscent of a Sunday morning sermon."""
1,"Kenyans use hashtag #147notjustanumber to honor victims of Kenya university attack .
The attack killed 142 students, three security officers and two university security personnel .","""Rover scheduled to land at 5:31AM (GMT) on Monday morning.
Scientists say they are 'cautiously optimistic'
Times Square will show Nasa coverage, while Google will webcast it.
Mission will search for signs of life on the red planet's surface using a scoop to dig into the soil."""
1,"The penalty is more than 10 times the previous record, according to a newspaper report .
Utility commission to force Pacific Gas & Electric Co. to make infrastructure improvements .
Company apologizes for explosion that killed 8, says it is using lessons learned to improve safety .","""Rover scheduled to land at 5:31AM (GMT) on Monday morning.
    Scientists say they are 'cautiously optimistic'
    Times Square will show Nasa coverage, while Google will webcast it.
    Mission will search for signs of life on the red planet's surface using a scoop to dig into the soil.
    ""PG&E failed to uphold the public's trust,"" commission President Michael Picker said. ""The CPUC failed to keep vigilant. Lives were lost. Numerous people were injured. Homes were destroyed. We must do everything we can to ensure that nothing like this happens again."" The company's chief executive officer said in a written statement that PG&E is working to become the safest energy company in the United States."""
1,"Dzhokhar Tsarnaev is found guilty on all 30 charges he faced .
Seventeen counts were capital charges, meaning he is eligible for the death penalty .","""Jurors found Dzhokhar Tsarnaev guilty on 30 counts, 17 of which were capital charges. The trial will move into a penalty phase, where the jury will decide whether Tsarnaev, 21, will face the death penalty."""
1,"The fire on a platform in the Gulf of Mexico has been extinguished, Pemex says .
45 workers were injured in the blaze, according to the state oil company .
Four workers were killed in the oil rig fire, which started early Wednesday .","Four workers died in a massive oil rig fire that raged for hours off the coast of Mexico Wednesday. Mexican state oil company Pemex said 45 workers were injured in the blaze, which began early Wednesday morning. Two of them are in serious condition, the company said. Authorities evacuated about 300 people from the Abkatun Permanente platform after the fire started, Pemex said. At least 10 boats worked to battle the blaze for hours. The fire had been extinguished by Wednesday night, Pemex said in a Twitter post. The company denied rumors that the platform had collapsed and said there was no oil spill as a result of the fire. The state oil company hasn't said what caused the fire on the platform, which is located in the Gulf of Mexico's Campeche Sound. The fire began in the platform's dehydration and pumping area, Pemex said. CNN's Mayra Cuevas contributed to this report."
1,"Jay Parini: When religious identity, ethics, tolerance are roiling the culture, it's worth looking at message of Holy Week and Easter .
He says ritual enactment of these three days is reminder that again and again the human condition moves through darkness into light .","Easter is unique on the Christian calendar, a major point in the cycle of the religious year, and one that has always been able to resist the commercialization and culture warring that surrounds Christmas. That's in part because Easter is genuinely about how religious impulses, and patterns, can operate in ways that affect our lives. Nevertheless, I'm often surprised by how little people, even those supposedly within the Christian tradition, actually know about what is called Holy Week and its culmination on Easter Sunday.   At a time when our culture is roiled by questions of identity and ethics (and tolerance) that have profound religious implications, it's worth pausing to explore this crucial holiday -- and the awareness of the human condition, in all its sadness and glory, that it engenders. After all, Holy Week calls mostly to those who incline their minds and hearts in its direction with seriousness of intent.  Still, the fuss must puzzle those looking on, wondering what it all means.  Why do Christians make so much of this springtime week, and make so much of Easter weekend? There is a phrase that many never come across, even among Christians:  Easter Triduum.  This refers to the three days of Easter that begin with Good Friday, proceed through Holy Saturday, and conclude with Easter Sunday."""
1,"Police in Lucknow, northern India, have bought four drones to help control crowds .
The unmanned aerial vehicles are being fitted with cameras and pepper spray to subdue angry protesters .
Some Indians have questioned why police are resorting to ""authoritarian and forceful methods""","""Police in Lucknow, India are using pepper-spraying drones to control unruly crowds. The drones have been tested in controlled conditions and are expected to be used in violent protests or mob attacks. The cost of each drone is between $9,560 and $19,300."""
1,"Secret Service says supervisor's security clearance has been suspended .
He is accused of trying to kiss a colleague .","""A female employee accused Xavier Morales, a supervisor, of assault after he made sexual advances at her. Morales was placed on administrative leave and his security clearance was suspended. The incident was first reported on April 2, and Secret Service Director Joe Clancy was briefed that afternoon. Clancy called the allegations ""very disturbing"" and said any threats or violence would not be tolerated."""
1,"""All the police investigators have left the (Germanwings) crash site,"" a police official says .
Private security company is ensuring no one goes on the site, official says .
Authorities say co-pilot Andreas Lubitz deliberately crashed the plane, killing all 150 on board .","""Investigators have collected all the main evidence from the site where Germanwings Flight 9525 crashed, a French national police official told CNN on Saturday. Investigators are not expected to return to the crash site, said Capt. Yves Naffrechoux of the High Mountain Gendarmerie. The plane crashed March 24 in rugged terrain of the Alps about 6 miles (10 kilometers) from the town of Seyne-les-Alpes. ""All the police investigators have left the (Germanwings) crash site,"" he said. ""There is only a private security company ensuring security around the the crash site so that no one can go there."" The security firm will guard the site until the remaining debris is collected and taken to secure locations for further analysis, if necessary, he said."""
1,"April 8 was huge for ""Lost"" and ""Empire Records"" fans .
April 14, April 25, October 21 are other big dates in movies .","""Rex Manning Day"" is April 8, ""Titanic"" is April 14, ""Miss Congeniality"" is April 25, ""Mean Girls"" is October 3, and ""Back to the Future Part II"" is October 21, 2015."""
1,"Twisted Sister's 2016 tour will be its last .
Band will celebrate 40 years in 2016 .
Twisted Sister drummer A.J. Pero died in March .","""Twisted Sister says its 2016 tour will be its last, according to a press release. The band will play with a new drummer, Mike Portnoy of Adrenaline Mob, replacing A.J. Pero, who died March 20. The band will also perform two shows in Pero's honor."""
1,"The film will premiere on Memorial Day .
It opened last year's Cannes Film Festival .
A planned March theater release was scrubbed .","""Grace of Monaco,"" starring Nicole Kidman as star-turned-princess Grace Kelly, is heading straight to Lifetime. The critically-panned film, which opened last year's Cannes Film Festival, will premiere on Lifetime on Memorial Day, May 25. The Weinstein Co., which first purchased U.S. distribution rights at the 2013 Berlin Film Festival, decided to sell it directly to Lifetime rather than book it into U.S. theaters, a source confirmed to The Hollywood Reporter."""
1,"At least one person died as a result of storms in Illinois, an official says .
Fire department: Rescuers searching for trapped victims in Kirkland, Illinois .","Text: (CNN)In her 40 years living in Rochelle, Illinois, Cathy Olson had never seen a tornado that big. ""I saw the top of the funnel cloud, and it was absolutely massive,"" she said. She watched the hulking gray twister grind past her town Thursday, tearing up its fringes. Farther north, in the rural Illinois hamlet of Fairdale, one person died as a twister shredded homes and ripped trees bare of leaves and most limbs. Only the thickest branches remained standing. It was the only death reported so far in two days of tornado touchdowns. Rochelle was fortunate. But in nearby Kirkland, debris was so thick on the roads, responders searching for trapped residents could not yet assess the damage or injuries, fire officials said. On Thursday, a video surfaced on YouTube of a massive twister barreling across an open field, barely missing farmhouses and barns. Images of the funnel turned up elsewhere on social media. Multiple tornadoes ripped through the rural Midwest on Thursday. A  large and dangerous twister tore across fields in Iowa. And a twister touched down 70 miles outside of St. Louis. Eight tornadoes were reported Wednesday in Oklahoma, Kansas and Missouri, the Storm Prediction Center said. But it appears residents have been fortunate enough to come away from the terrifying weather spectacle alive. Hail stones the size of tennis balls plummeted down on Ashton, Illinois. It could have been worse as severe tornado damage dotted a path not far from the dense populations of Chicago and Rockford -- the state's third largest city.  The tornado cut a 22-mile path through Ogle County, according to disaster management coordinator Tom Richter. North of Rochelle, a tornado took away a local favorite restaurant -- Grubsteakers.  ""It's kind of one of your little greasy spoon restaurants,"" said Eric Widick, who drove up in his truck to help out. ""We're a community"
1,"More questions than answers emerge in controversial S.C. police shooting .
Officer Michael Slager, charged with murder, was fired from the North Charleston Police Department .","Officer Michael Slager has been fired and charged with murder in the death of 50-year-old Walter Scott. A bystander's cell phone video shows Slager shooting Scott eight times as Scott runs away. Scott was hit five times. The officer initially said that he used a Taser on Scott, who, Slager said, tried to take the weapon. The video shows a dark object falling behind Scott and hitting the ground. It's unclear whether that is the Taser. Later in the video, when Slager approaches Scott's body, Slager appears to drop a dark object near Scott. Slager is seen in the video handcuffing Scott after the shooting. A witness, Feidin Santana, said he didn't see Scott grab Slager's Taser. His account contradicts what Slager told dispatchers. Santana said he saw the two men struggling on the ground. ""They were down on the (ground)... before I started recording,"" Santana said. ""I remember the police (officer) had control of the situation. He had control of Scott."" Santana said he heard the sound of a Taser being used. He believed Scott was trying to get away from it. But Scott never got the Taser or used it on the officer, Santana told NBC. The North Charleston Police report included brief statements from eight police officers, but not Slager. One officer, identified as Sgt. J. Gann, said in the report he was conducting a separate traffic stop about 9:30 a.m. Saturday when he heard -- apparently via radio -- Slager say he was ""in foot pursuit"" of another motorist. Gann said that while driving to the officer's location, ""Slager advised that he deployed his Taser and (requested) back up units."" Seconds later, Gann reported, he heard Slager tell a dispatcher, ""Shots fired and the subject is down. He took my Taser."" Hours after the shooting, The"
1,"The rapper assaulted the photographer at Los Angeles International Airport in 2013 .
West apologized as part of the settlement, the photographer's lawyer says .","""Kanye West has settled a lawsuit with a paparazzi photographer he assaulted -- and the two have shaken on it. The photographer, Daniel Ramos, had filed the civil suit against West  after the hip-hop star attacked him and tried to wrestle his camera from him in July 2013 at Los Angeles International Airport. West pleaded no contest last year to a misdemeanor count of battery over the scuffle. Ramos and his lawyer, Gloria Allred, sought general and punitive damages in the civil suit, saying that West had interfered with the photographer's rights to pursue a lawful occupation."""
1,"Manuscript of ""American Pie"" lyrics is sold to unnamed buyer for $1.2 million .
Douglas Brinkley: The song, a talisman for its age, brings joy to people 44 years later .","""A long, long, time ago..."" Those five words, when uttered or sung, makes baby boomers immediately think of Don McLean's pop masterpiece ""American Pie.""  It's hard to believe that his phenomenal 8½ minute allegory, which millions of Americans know by heart, is 44 years old.  All sorts of historical cross-currents play off each other in this timeless song, brilliantly gilded with the unforgettable chorus, which starts as ""Bye, Bye, Miss American Pie."" There is no real way to categorize McLean's ""American Pie"" for its hybrid of modern poetry and folk ballad, beer-hall chant and high-art rock. On Tuesday, Christie's sold the 16-page handwritten manuscript of the song's lyrics for $1.2 million to an unnamed buyer. McLean was a paperboy when, on February 3, 1959, he saw that Buddy Holly, Ritchie Valens and J.P. ""The Big Bopper"" Richardson had been tragically killed in an airplane crash in Clear Lake, Iowa. ""The next day I went to school in shock and guess what?"" McLean recalled.  ""Nobody cared.  Rock 'n' roll in those days was sort of like hula hoops and Buddy hadn't had a big hit on the charts since '57.""  By cathartically writing ""American Pie,"" McLean has guaranteed that the memory of those great musicians lives forever. Having recorded his first album, ""Tapestry,"" in 1969, in Berkeley, California, during the student riots, McLean, a native New Yorker, became a kind of weather vane for what he called the ""generation lost in space.""   When his cultural anthem ""American Pie"" was released in November 1971, it replaced Bob Dylan's ""The Times They Are A Changin"" as the Peoples Almanac of the new decade.  It's important to think of ""American Pie"
1,"Letourneau Fualaau had a sexual relationship with her student .
He was 13 when they began the relationship in 1996 .
In May, they will celebrate their 10th wedding anniversary .","""Mary Kay Letourneau, 53, and her husband, Vili Fualaau, 31, will celebrate their 10th wedding anniversary on May 20. They will be featured on ABC's '20/20' on Friday, in an interview with Barbara Walters. Letourneau will discuss her plans to teach again and have her status as a registered sex offender lifted. Fualaau will discuss his struggles with alcoholism and depression."""
1,"Don McLean's ""American Pie"" lyrics auctioned for $1.2 million .
The song is dense with symbolism; McLean says lyrics, notes will reveal meaning .
""Pie"" is McLean's biggest hit, was No. 1 in 1972 .","""Don McLean's manuscript of 'American Pie' sold for $1.2 million at an auction held by Christie's."""
1,"Mindy Kaling's brother Vijay Chokalingam pretended to be black to get into med school .
Jeff Yang: That's offensive and ironic, considering that minorities experience many disadvantages .","Text: (CNN)You may know Mindy Kaling from Fox's cult hit comedy ""The Mindy Project,"" in which she plays Mindy Lahiri, a perky, quirky OB/GYN juggling her career and love life in New York. (Only in the Big Apple can a doctor not afford an apartment!) The show was a breakthrough for on-screen representation — the first network sitcom created by and starring a woman of color — and it looks likely to be renewed for the coming 2015-16 season. Recently, however, Kaling's brother Vijay Chokalingam unveiled a project of his own, and while it has been getting a lot of attention, it hasn't generated quite as many laughs — either from observers or from his famous sibling, who told him it brought ""shame upon their family."" You see, Chokalingam revealed that, as an undergraduate at the University of Chicago, he engaged in a daring (his view) or ridiculous and offensive (pretty much everyone else) scam: He applied to medical school claiming to be African-American. Chokalingam had spent his college years as a ""hard-partying frat boy,"" and achieved a less than stunning 3.1 GPA. Upon facing graduation and exploring his med school options, he realized that fellow Indian-Americans with his grades were getting turned down from the universities of his choice — but that ""black, Hispanic, and Native American applicants with my grades and test scores were much more likely to gain acceptance."" This revelation led him to make the decision to pose as a black man, both to ""dramatically improve"" his chances of admission, and to illustrate the unfair advantage that blacks and other underrepresented minorities receive when applying to prestigious schools. To accomplish this goal, Chokalingam shaved his head of its naturally wavy black locks, trimmed his ""long Indian-American eyelashes,"" checked ""black"" under the optional race/ethnicity declaration and submitted his application to 14"
1,"The actor says he's not planning on seeing the buzzed-about documentary .
He called Scientology ""brilliant""
Travolta credits the church with helping him deal with his son's death .","""Scientologist John Travolta says he has not seen the HBO documentary ""Going Clear: Scientology and the Prison of Belief"" and doesn't care to. He believes the documentary is based on people who were disgruntled with their experiences with the Church of Scientology."""
2,"Membership gives the ICC jurisdiction over alleged crimes committed in Palestinian territories since last June .
Israel and the United States opposed the move, which could open the door to war crimes investigations against Israelis .","(CNN)The Palestinian Authority officially became the 123rd member of the International Criminal Court on Wednesday, a step that gives the court jurisdiction over alleged crimes in Palestinian territories. The formal accession was marked with a ceremony at The Hague, in the Netherlands, where the court is based. The Palestinians signed the ICC's founding Rome Statute in January, when they also accepted its jurisdiction over alleged crimes committed ""in the occupied Palestinian territory, including East Jerusalem, since June 13, 2014."" Later that month, the ICC opened a preliminary examination into the situation in Palestinian territories, paving the way for possible war crimes investigations against Israelis. As members of the court, Palestinians may be subject to counter-charges as well. Israel and the United States, neither of which is an ICC member, opposed the Palestinians' efforts to join the body. But Palestinian Foreign Minister Riad al-Malki, speaking at Wednesday's ceremony, said it was a move toward greater justice. ""As Palestine formally becomes a State Party to the Rome Statute today, the world is also a step closer to ending a long era of impunity and injustice,"" he said, according to an ICC news release."""
2,"Theia, a bully breed mix, was apparently hit by a car, whacked with a hammer and buried in a field .
""She's a true miracle dog and she deserves a good life,"" says Sara Mellado, who is looking for a home for Theia .","""A stray pooch in Washington State has used up at least three of her own lives after being hit by a car, apparently whacked on the head with a hammer in a misguided mercy killing and then buried in a field -- only to survive. The dog -- a friendly white-and-black bully breed mix now named Theia -- has been receiving care at the Veterinary Teaching Hospital. Four days after her apparent death, the dog managed to stagger to a nearby farm, dirt-covered and emaciated, where she was found by a worker who took her to a vet for help. She was taken in by Moses Lake, Washington, resident Sara Mellado. Theia is only one year old but the dog's brush with death did not leave her unscathed. She suffered a dislocated jaw, leg injuries and a caved-in sinus cavity -- and still requires surgery to help her breathe."""
2,"Mohammad Javad Zarif has spent more time with John Kerry than any other foreign minister .
He once participated in a takeover of the Iranian Consulate in San Francisco .
The Iranian foreign minister tweets in English .","""Mohammad Javad Zarif is the Iranian foreign minister and U.S. Secretary of State John Kerry's opposite number in securing a breakthrough in nuclear discussions that could lead to an end to sanctions against Iran -- if the details can be worked out in the coming weeks. He received a hero's welcome as he arrived in Iran on a sunny Friday morning. Zarif is ""polished"" and, unusually for one burdened with such weighty issues, ""jovial."" He has gone a long way to bring Iran in from the cold and allow it to rejoin the international community. But there are some facts about Zarif that are less well-known. In September 2013, Zarif tweeted ""Happy Rosh Hashanah,"" referring to the Jewish New Year. That prompted Christine Pelosi, the daughter of House Minority Leader Nancy Pelosi, to respond with a tweet of her own: ""Thanks. The New Year would be even sweeter if you would end Iran's Holocaust denial, sir."" And, perhaps to her surprise, Pelosi got a response. ""Iran never denied it,"" Zarif tweeted back. ""The man who was perceived to be denying it is now gone. Happy New Year."" The reference was likely to former Iranian President Mahmoud Ahmadinejad, who had left office the previous month. Zarif was nominated to be foreign minister by Ahmadinejad's successor, Hassan Rouhami. His foreign ministry notes, perhaps defensively, that ""due to the political and security conditions of the time, he decided to continue his education in the United States."" That is another way of saying that he was outside the country during the demonstrations against the Shah of Iran, which began in 1977, and during the Iranian Revolution, which drove the shah from power in 1979. Zarif left the country in 1977, received his undergraduate degree from San Francisco State University in 1981, his master's in international relations from the University of Denver in 198"
2,"17 Americans were exposed to the Ebola virus while in Sierra Leone in March .
Another person was diagnosed with the disease and taken to hospital in Maryland .
National Institutes of Health says the patient is in fair condition after weeks of treatment .","""Five Americans who were monitored for three weeks at an Omaha, Nebraska, hospital after being exposed to Ebola in West Africa have been released, a Nebraska Medicine spokesman said in an email Wednesday. One of the five had a heart-related issue on Saturday and has been discharged but hasn't left the area, Taylor Wilson wrote. The others have already gone home. They were exposed to Ebola in Sierra Leone in March, but none developed the deadly virus. They are clinicians for Partners in Health, a Boston-based aid group. They all had contact with a colleague who was diagnosed with the disease and is being treated at the National Institutes of Health in Bethesda, Maryland. As of Monday, that health care worker is in fair condition. The Centers for Disease Control and Prevention in Atlanta has said the last of 17 patients who were being monitored are expected to be released by Thursday."""
2,"Student is no longer on Duke University campus and will face disciplinary review .
School officials identified student during investigation and the person admitted to hanging the noose, Duke says .
The noose, made of rope, was discovered on campus about 2 a.m.","(CNN)A Duke student has admitted to hanging a noose made of rope from a tree near a student union, university officials said Thursday. The prestigious private school didn't identify the student, citing federal privacy laws. In a news release, it said the student was no longer on campus and will face student conduct review. The student was identified during an investigation by campus police and the office of student affairs and admitted to placing the noose on the tree early Wednesday, the university said. Officials are still trying to determine if other people were involved. Criminal investigations into the incident are ongoing as well. Students and faculty members marched Wednesday afternoon chanting ""We are not afraid. We stand together,""  after pictures of the noose were passed around on social media. At a forum held on the steps of Duke Chapel, close to where the noose was discovered at 2 a.m., hundreds of people gathered. ""You came here for the reason that you want to say with me, 'This is no Duke we will accept. This is no Duke we want. This is not the Duke we're here to experience. And this is not the Duke we're here to create,' "" Duke President Richard Brodhead told the crowd. The incident is one of several recent racist events to affect college students. Last month a fraternity at the University of Oklahoma had its charter removed after a video surfaced showing members using the N-word and referring to lynching in a chant. Two students were expelled. In February, a noose was hung around the neck of a statue of a famous civil rights figure at the University of Mississippi. A statement issued by Duke said there was a previous report of hate speech directed at students on campus. In the news release, the vice president for student affairs called the noose incident a ""cowardly act."" ""To whomever committed this hateful and stupid act, I just want to say that if your intent was to create fear, it will have the opposite effect,"""
2,"College-bound basketball star asks girl with Down syndrome to high school prom .
Pictures of the two during the ""prom-posal"" have gone viral .","He's a blue chip college basketball recruit. She's a high school freshman with Down syndrome. At first glance Trey Moses and Ellie Meredith couldn't be more different. But all that changed Thursday when Trey asked Ellie to be his prom date. Trey -- a star on Eastern High School's basketball team in Louisville, Kentucky, who's headed to play college ball next year at Ball State -- was originally going to take his girlfriend to Eastern's prom. So why is he taking Ellie instead? ""She's great... she listens and she's easy to talk to"" he said. Trey made the prom-posal (yes, that's what they are calling invites to prom these days) in the gym during Ellie's P.E. class. Trina Helson, a teacher at Eastern, alerted the school's newspaper staff to the prom-posal and posted photos of Trey and Ellie on Twitter that have gone viral. She wasn't surpristed by Trey's actions. ""That's the kind of person Trey is,"" she said. To help make sure she said yes, Trey entered the gym armed with flowers and a poster that read ""Let's Party Like it's 1989,"" a reference to the latest album by Taylor Swift, Ellie's favorite singer. Trey also got the OK from Ellie's parents the night before via text. They were thrilled. ""You just feel numb to those moments raising a special needs child,""  said Darla Meredith, Ellie's mom. ""You first feel the need to protect and then to overprotect."" Darla Meredith said Ellie has struggled with friendships since elementary school, but a special program at Eastern called Best Buddies had made things easier for her. She said Best Buddies cultivates friendships between students with and without developmental disabilities and prevents students like Ellie from feeling isolated and left out of social functions. ""I guess around middle school is when kids started to care about what others thought,"" she said, but ""this school, this year has been a relief."""
